1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
5.889423599,5.890840283,1036.315859,55.09086257,43.79065361,1178.603424,1187.509025,922.3971709,929.2707563,976.7414053,1475.975971,1541.808894,1573.616862,1556.963179,1542.75173,1505.559981,1446.61943,1390.875017,1123.255248,1067.465749,480.3961031,482.095261,486.4295908,488.1308417,43.34234749,-0.401999467,109.8230016,121.6492384,120.724962,117.7352958,122.652326,125.8749994,115.3487728,120.6945624,122.1974057,122.5822505,117.4286572,122.0007456,694.194488,1064.549058,1066.471544,325.4662042,689.8066181,145.3176047,1465.993319,1456.025207,1416.773391,1436.332811,1430.816112,1393.592111,0.768048611
5.848191664,5.849187505,1051.920626,44.61856286,41.83832307,1159.355016,1160.091394,925.6549911,985.8732763,960.9595877,1476.659929,1560.189919,1576.814167,1576.13937,1563.605228,1520.032069,1460.076427,1401.775628,1111.545412,1042.25942,424.7799063,426.2784781,428.7303675,429.4955199,49.7225685,0.220032008,107.966818,120.6850965,119.8259668,116.8231813,121.3805596,124.4657228,113.7899944,119.5981147,121.8987395,122.136487,117.1075968,121.1199575,666.2855953,996.7323469,990.7083276,322.3641415,775.0959229,147.2815131,1453.818466,1449.749844,1420.5452,1421.419872,1418.853439,1385.435014,0.56456945
5.846329872,5.847493062,1042.895811,54.97171013,44.79385536,1180.530247,1189.615007,924.0428924,938.1638131,984.5285014,1478.878774,1547.776868,1580.3381,1562.469759,1549.906576,1512.640526,1452.799524,1396.502535,1128.920438,1064.387984,476.9442669,478.2851749,482.670368,484.1097774,41.71636723,-0.119380181,105.3162635,117.5305607,116.191647,113.5252009,117.9923842,121.4159902,110.8288524,115.9586731,116.8053101,117.4692129,112.6141147,116.9717432,712.6653867,1062.345523,1054.820074,317.3571842,707.2285568,137.3843435,1476.263648,1465.730952,1426.307134,1447.970352,1441.956775,1404.061018,0.792312501
2.82038194,2.820847155,1059.124329,460.5234251,-49.98907471,1163.917525,1160.833429,925.7923098,960.6272019,1006.004828,1475.232375,1563.18785,1583.96264,1567.115927,1529.251986,1516.718742,1472.797746,1413.756521,1101.823652,1044.72436,434.8324791,433.9337192,434.3539789,437.0871296,48.58102593,0.202472147,109.7539243,122.7184378,121.1489719,118.0414046,121.9753306,124.7687957,113.8734441,119.5121981,121.1509948,122.5264485,118.0028371,120.8520293,747.3702522,953.4555431,938.602713,298.4263512,688.5514523,140.144594,1438.790124,1430.52864,1387.463775,1451.741936,1425.341312,1407.738228,0.643791661
5.837496464,5.839166721,1040.010256,53.00643976,42.91328187,1179.934832,1189.149847,924.3154763,934.4085999,981.8736149,1475.521631,1543.758158,1576.226891,1559.279729,1545.934314,1509.210232,1449.746536,1394.237697,1126.690901,1065.040162,473.560327,475.8776673,480.5813727,480.7626441,42.23530534,-0.076681242,108.6948478,121.2006848,119.9447154,116.5346558,122.0418369,125.1055508,114.3333763,119.6883242,121.0642456,121.7790494,116.608337,121.451693,707.9428143,1068.631608,1063.185927,323.2606542,709.1976389,139.2002716,1474.283912,1464.491984,1424.257484,1445.376656,1438.614839,1400.991666,0.72495139
3.818408996,3.819152712,1039.213711,52.19971833,41.85178032,1180.219813,1189.226567,924.741412,931.9173992,980.7273629,1475.127081,1543.409968,1575.921327,1558.714975,1543.175012,1508.146976,1450.499261,1392.889575,1127.0871,1067.089984,480.5472041,482.4943348,488.4280811,487.2774586,47.37962165,0.386666212,109.0451242,121.4835437,120.3133263,117.2327657,122.2631636,125.2892094,114.4394952,119.7453322,121.6625421,122.0350249,117.4061944,121.9804103,714.7069539,1073.687511,1070.910777,305.9970338,717.7753474,134.7945834,1471.028273,1461.711383,1423.30748,1447.065023,1436.008044,1398.081407,0.84044444
5.848234059,5.84997923,1049.66416,45.89735881,44.3504542,1159.33849,1160.205307,925.6279921,983.2424457,957.8087283,1473.582249,1557.865575,1575.243393,1574.083897,1562.65024,1518.640153,1458.770862,1400.341423,1111.964803,1042.855636,422.6138677,423.3316598,425.8180958,426.4108277,49.06656708,0.228681231,108.1674793,120.7684247,119.7573309,117.0866994,121.3891654,124.3874587,113.8858474,119.5479632,121.001092,121.7999547,116.7324999,120.8709403,661.1684939,999.5507599,988.5207659,314.9279462,785.1936373,147.8486096,1452.325753,1448.896197,1419.953888,1420.102668,1418.329631,1385.103758,0.550618052
5.848702092,5.848750085,1049.906016,45.72093714,43.63199869,1159.919989,1160.597032,926.6528672,983.0812865,958.1304158,1473.120182,1558.332538,1574.448127,1573.368019,1561.113761,1519.050112,1458.902897,1401.223729,1112.033632,1041.983925,418.5647571,421.8912951,423.7330004,423.9873106,49.00199239,0.193802629,106.2396826,118.6884112,117.5444711,114.4133666,118.8943972,122.0524247,111.515896,117.2678009,118.4119352,119.1641537,113.6640017,118.2290273,668.3399467,996.0255037,985.2988976,315.107894,782.0830479,147.978249,1452.668772,1448.4454,1420.29917,1423.578313,1420.561208,1386.690881,0.782194444
3.803095821,3.801680506,1040.883813,53.91820665,42.69436027,1180.486298,1189.592901,925.4186069,934.3001922,982.7869701,1476.607475,1544.211279,1576.753598,1559.516766,1542.861268,1508.767134,1451.269597,1394.103618,1128.841051,1066.566641,476.5099103,478.1187948,482.7293485,484.1578214,47.7231318,0.126699618,107.9203688,119.7382956,118.5927394,115.4168258,120.2722511,123.8435153,112.8156442,118.3674685,119.9249314,120.5298204,115.3902971,120.0645959,713.9227084,1075.569311,1069.882158,305.3143528,727.7921029,129.1117627,1473.019253,1462.439597,1424.019115,1451.018128,1438.810406,1400.716241,0.98128472
6.829604206,6.829270897,1064.329687,61.34463382,51.91368458,1169.835879,1174.409382,926.2025412,969.5422437,1008.018585,1484.878651,1542.366438,1561.197484,1563.188515,1538.996956,1521.81815,1457.732547,1399.269214,1113.249927,1064.603836,428.5847275,430.3248497,431.432526,432.4673651,52.63926216,0.226932901,108.8724238,118.8110794,118.9410994,116.4369422,120.2418357,123.8243147,113.0515686,119.3641259,120.5427924,120.3826778,116.1074913,119.6097577,673.4893304,929.7282634,915.8379589,295.7638973,724.5569812,139.5433359,1437.438178,1425.82127,1403.963801,1427.450795,1410.989657,1388.78234,0.494083338
3.799662477,3.799999952,1072.394627,60.18740862,49.07648582,1166.466179,1166.520499,935.4439014,979.3786144,1015.27875,1497.172194,1553.274774,1572.986361,1574.254481,1554.171517,1536.81572,1468.013098,1408.012897,1120.533278,1054.686408,423.8767356,426.5114589,427.9009333,428.7977393,51.092631,0.225003523,105.5456765,116.3876387,116.2188063,113.6493927,117.5729199,121.3181887,110.8041323,116.5001147,117.8665633,117.7404823,113.5934907,117.2543594,723.5372659,970.5362279,960.8046012,342.6639891,747.3785968,151.4666862,1459.570528,1448.487961,1424.535087,1441.240415,1432.144148,1406.953658,0.572118053
2.041802813,2.03999994,1071.389927,1193.197675,57.2820023,1160.277357,1157.547336,923.6435034,976.1145364,1011.173622,1483.482738,1549.88639,1588.094037,1569.922554,1550.513597,1540.170046,1472.475602,1398.158531,1110.553786,1051.467501,427.0433384,428.3716695,428.3279525,429.7383372,47.55166538,0.200074461,104.5519542,114.8047802,113.870507,113.1759076,116.7189436,120.4374743,109.798742,116.4012482,115.0997764,115.637034,111.325922,114.1753226,793.8324969,923.2979794,889.9442561,285.7339409,747.8430864,137.8646549,1444.411215,1427.424152,1403.68548,1421.34609,1412.682632,1390.106921,0.756159721
6.901577818,6.902076373,1040.276363,48.12595473,38.78831156,1179.762573,1188.877143,923.0166272,933.6915056,981.2233852,1477.539662,1548.392212,1581.052336,1563.392256,1551.311167,1512.095225,1452.152051,1395.405061,1126.789856,1065.022218,475.8783275,477.8691206,481.1536235,482.610942,41.34019655,-0.218404512,106.4614229,119.0389496,117.8634339,114.7358475,119.7066741,122.7681623,112.0182373,116.3223488,118.8495251,119.617845,114.7673009,119.5631368,724.2040283,1064.105473,1056.868601,322.2219377,722.1556166,143.1895965,1474.965409,1465.151754,1425.682153,1447.696597,1440.844811,1403.268829,0.629472223
5.806579238,5.806652843,1072.163749,67.57581726,57.62493962,1158.404224,1156.795363,942.3804764,987.8528406,1012.646123,1471.959719,1538.488292,1575.208124,1556.58174,1529.675075,1510.458757,1455.582377,1393.721985,1125.268598,1062.166042,373.5986807,372.2367011,376.6694225,377.9675971,53.08129154,0.202315513,103.9676459,113.6660568,113.5970963,112.0342916,114.6104589,118.348424,107.2231687,114.316334,113.2513875,113.3164624,108.5169307,112.338157,651.424348,884.5481568,876.4851158,244.9423748,658.3371679,135.6398292,1425.540399,1416.875044,1389.497801,1410.420714,1406.154117,1377.971852,1.138340275
5.863281267,5.863375051,1036.2949,51.83204304,40.87911579,1178.702637,1187.989433,923.2880412,928.158507,976.0982803,1482.126918,1546.980892,1576.818288,1558.342672,1543.737971,1507.028948,1447.773848,1392.311836,1124.378727,1068.410588,490.8402511,493.1396334,497.9427653,499.6065489,42.74954791,-0.409430991,105.7068633,117.7433656,117.0116217,113.3616304,118.2903135,121.3134108,111.3589033,116.4610519,117.4120224,117.5564615,112.0371951,116.601447,721.2588663,1080.849283,1081.956754,323.0411057,700.6855105,140.962162,1472.566392,1461.580644,1420.655064,1444.465029,1436.588398,1397.626722,0.74821527
3.804586069,3.804173559,1049.032994,51.9651797,42.16764163,1181.455237,1187.403483,924.4233016,952.8756618,997.4026086,1511.594285,1567.126852,1586.45197,1582.285018,1573.078292,1536.480218,1469.327459,1410.115741,1114.231577,1058.823528,604.632792,609.5134491,619.0966763,613.0224254,42.2954287,0.228776102,110.1484404,125.1000677,121.2861026,118.8577464,122.2631924,125.8140205,115.3195659,124.8520953,126.6890728,118.2246611,114.0094855,116.171177,766.0275757,1068.376733,1078.769422,377.3324961,786.0629512,157.5909906,1476.078895,1464.264278,1440.29061,1475.273732,1461.947997,1431.907035,0.742048609
7.284536795,7.283951451,1048.786841,62.26029637,52.42019807,1179.274838,1187.989352,920.3623145,947.3794292,985.5339981,1476.490261,1548.035135,1579.140174,1562.596661,1535.977948,1515.209242,1455.925316,1398.656108,1111.587941,1068.476312,468.4175407,469.5681501,469.6630916,477.7467087,40.79271902,0.177396802,107.8157809,118.7268522,118.024226,116.1599845,120.3541537,123.781728,113.5383272,119.5292294,119.0938908,119.6494262,114.826735,119.3806808,717.0338325,1033.327126,1026.36788,311.7945426,724.345822,149.1602477,1467.149259,1458.203192,1429.499086,1416.52581,1415.111919,1386.183167,0.87416668
3.837163195,3.835833251,1070.282113,60.92724098,48.34216895,1166.092649,1166.296493,934.2790668,976.9619758,1013.223225,1491.39147,1549.589982,1571.046819,1571.801684,1551.579088,1533.449785,1465.466334,1405.955856,1119.67209,1056.956954,423.5072193,426.0277829,427.3868293,428.3068879,50.89752061,0.199616791,105.8028248,116.4411331,116.2240784,113.9726745,117.7469403,121.6370274,110.975364,116.9078772,118.5718447,118.332485,114.1979768,117.7109239,724.3173303,969.310864,959.4208326,342.2141678,745.7238425,150.556638,1453.913798,1444.055532,1420.057073,1437.503674,1428.753854,1403.371012,0.599548604
3.823000708,3.824159651,1050.103007,52.52532968,42.74944531,1181.548851,1187.653425,924.7582584,954.2008285,998.0894007,1508.932639,1565.228569,1586.10546,1583.019551,1573.779977,1536.989446,1469.74376,1410.654615,1113.54954,1057.645151,592.906653,600.6587221,609.5404558,603.7688367,40.96036608,0.19102648,108.0542786,122.8557883,118.4818848,116.8409494,119.5737552,123.6937449,112.7144585,122.7167983,123.9060762,116.1752615,111.8219686,114.4961378,755.3434269,1083.884946,1085.620733,378.5443215,786.9293107,157.6040748,1479.371182,1467.061029,1443.218832,1475.398067,1463.331064,1433.215702,0.84327778
3.817493051,3.819159656,1049.327788,1187.240685,44.0479162,1180.929586,1193.753585,920.2395343,947.8886352,990.45454,1488.355502,1570.110539,1583.430172,1585.063329,1572.035389,1542.730099,1466.095285,1411.969121,1114.134443,1048.286471,556.8105171,551.1110298,556.2018744,557.9232262,45.46882615,0.199184084,106.9371282,118.822919,117.9912699,115.1284335,119.4869286,122.9810752,112.6245837,118.074856,119.5488755,120.2770034,115.6198394,119.4236002,745.17463,1049.602725,1051.400384,318.932614,783.1947781,166.7828837,1460.111106,1467.560107,1434.097171,1443.334722,1444.497705,1422.038843,0.718284725
5.845668115,5.846666694,1051.357487,65.65720742,55.65564089,1166.242055,1170.574373,927.5771842,954.4594765,997.3546667,1481.463678,1542.612822,1562.378241,1563.709504,1537.002682,1524.127456,1455.750063,1395.844129,1121.620126,1061.839409,465.7603442,468.8188189,470.8391795,472.1895437,48.81977792,0.23613866,105.9762555,115.811329,115.5903718,114.0159214,116.758522,120.794305,110.1430311,116.9996338,116.673985,116.8102099,112.1361638,115.6938633,729.7955229,966.5273741,962.9375492,276.5469983,676.7029784,129.5879349,1452.691296,1440.965763,1406.120876,1436.516124,1428.645753,1397.097477,0.543340272
2.089417357,2.090423525,1068.874989,1191.491074,56.78722897,1155.150166,1151.830125,919.0039912,972.066569,1008.185356,1480.884352,1548.096169,1586.322633,1568.904287,1550.346994,1539.347998,1474.165269,1399.134335,1109.919446,1051.672909,416.6614684,419.5568473,419.9490814,421.1586527,47.50736646,0.215353764,103.6277947,113.735986,112.8286026,112.0831342,115.4890047,119.0575698,108.9951565,115.3751921,113.9499345,114.4528223,109.9619724,113.3843011,797.7206364,930.7140257,893.7876383,285.8206778,742.3165954,138.3263915,1442.385621,1425.880692,1401.398415,1419.112533,1410.244342,1387.653637,0.754631945
3.799014588,3.800840229,1037.840804,54.91732783,46.35555307,1180.430543,1189.478208,924.8049825,929.6807482,978.8373468,1473.892678,1544.332866,1577.76329,1559.388309,1542.36363,1507.231733,1450.164867,1392.809663,1127.747216,1065.822584,467.0672616,471.52193,474.8413943,475.3693215,45.33699338,0.065785049,108.2963959,121.0513236,119.5568993,116.9660543,122.0968816,124.8901601,113.5119186,118.6263014,120.5566046,121.3963295,116.6132844,120.9146563,708.276344,1088.394998,1081.664052,310.0908444,698.221717,133.5830074,1474.496489,1465.864908,1425.324717,1449.774548,1439.024554,1399.497816,1.10795139
7.810723658,7.812472302,1037.18092,49.65961441,40.35389276,1178.957787,1187.88885,923.389293,930.0151966,977.5195034,1476.455435,1541.961822,1574.205772,1557.587708,1545.023673,1507.563857,1447.208704,1391.68983,1123.674975,1067.801953,481.9804719,483.2141796,488.3980066,489.2017428,40.42935085,-0.220576583,107.2885474,119.767698,118.6504318,115.342065,120.8177751,123.693974,112.8840556,117.4622608,119.4721345,119.7845339,114.5854185,118.941038,748.7065092,1076.508219,1070.483671,331.5454871,737.073442,150.9197755,1469.595002,1459.160525,1420.908544,1440.600883,1433.54228,1397.315433,0.667048613
3.788584747,3.790833294,1038.840919,60.49172252,53.32666758,1179.979567,1189.19007,925.2095018,931.6045459,980.5333459,1471.866745,1545.164868,1578.52189,1558.740134,1540.134743,1505.675296,1449.016995,1392.308852,1128.404469,1064.695218,472.564773,475.2799161,479.1683439,479.881748,39.28572137,0.335750595,104.6676495,115.9311154,115.1483745,112.9894365,116.9946922,120.3766538,109.8838354,115.2392393,115.5699582,116.5718057,112.2411841,116.6595223,710.9983324,1098.570851,1093.297649,308.6683992,683.2691651,132.810139,1476.851234,1467.48705,1424.872185,1454.468027,1443.75128,1403.073272,0.968701389
5.824082594,5.823340327,1048.075414,65.66408651,56.23762205,1163.834107,1168.0481,925.6684481,950.8314767,994.1622292,1478.903815,1540.254443,1561.348095,1563.411248,1537.679772,1520.642777,1456.666783,1395.545292,1121.838363,1062.472647,467.2819663,470.2208252,471.3767915,472.4569096,48.68396744,0.085453159,106.8466674,116.3801016,116.0494346,114.618591,117.3780812,121.4722766,110.6182878,116.7440553,116.9954122,116.9649866,112.2964904,115.6920935,719.4737293,963.8025857,955.5825115,277.248875,689.0903819,139.9855916,1452.079442,1440.401555,1407.035581,1433.483791,1427.150166,1397.086399,0.581708334
5.281439566,5.28163892,1062.879695,58.4914598,48.59244281,1181.377582,1189.834811,919.8516095,969.2671164,1004.318368,1484.923829,1557.606324,1582.157236,1565.826835,1535.029894,1518.727162,1460.996602,1403.852584,1122.4471,1065.824869,448.6240618,449.3962069,451.6624151,452.8721604,47.88872363,0.232664727,108.4064745,119.661782,118.8876904,116.6953338,121.1836814,124.3154521,114.308902,119.1864021,119.8362735,120.3448223,115.0112265,119.2414948,686.8952965,962.3477261,957.0399447,286.1682347,725.0750665,128.3795324,1446.209949,1436.848082,1408.579494,1417.47566,1417.705742,1390.55583,0.715812488
5.310488889,5.310319437,1041.357171,54.81237389,44.46809129,1179.709636,1188.566543,922.3764652,936.0215031,983.1024931,1479.012941,1544.406491,1575.132341,1558.924452,1544.315315,1507.538567,1448.863853,1393.426436,1123.224887,1064.76454,479.969841,480.7751916,485.102737,485.9394876,42.56713092,-0.014329848,108.2137607,119.9302026,119.0344754,116.316978,121.669975,124.7649375,114.2149929,120.1229301,121.337796,121.6264136,116.6140214,121.1017436,703.094773,1057.623918,1061.519273,321.2245853,691.8773687,147.568677,1465.295685,1455.79931,1418.044666,1432.367695,1427.391388,1392.695004,0.783680545
5.840412582,5.840819497,1038.075668,49.64949675,40.16750384,1179.412325,1188.947941,923.8969884,930.7445214,978.8318117,1470.997267,1542.528103,1576.763452,1560.140799,1547.13055,1510.959589,1450.382684,1394.600942,1126.952241,1065.928186,474.6422452,475.3067954,481.1159702,481.0304348,42.03232141,-0.093146877,105.5170724,117.9136241,116.7784463,113.6076592,118.4820875,121.4256102,110.7838154,115.7358191,117.3174596,117.5025923,112.519559,117.1151208,698.9675994,1069.763446,1055.896585,323.25352,719.8845546,146.9210676,1471.937691,1464.082064,1424.5954,1444.79768,1438.415921,1401.464334,0.744687503
4.809680562,4.809173694,1046.904059,487.5915014,-49.98907471,1177.42048,1180.339622,923.9539375,937.6644189,989.1656759,1482.40084,1573.697501,1594.517669,1577.497633,1537.836431,1521.571052,1479.317317,1419.596153,1115.126796,1043.814554,494.7623664,493.2022142,494.6251268,502.9188811,42.40920469,0.240322253,107.2601806,119.4692807,117.86946,116.2921046,118.8146166,121.8780682,110.2686388,116.769377,117.3857302,117.2966199,112.142844,115.0082326,780.0280312,998.4952786,995.0817425,320.7501882,751.1794336,129.8389879,1465.579328,1460.134337,1416.134232,1476.465776,1450.858981,1436.510657,0.913750003
5.845499219,5.845000029,1049.539147,66.06885664,55.57717885,1164.955545,1169.11077,926.3733198,952.5398349,995.831321,1480.919987,1543.061903,1563.326094,1564.414809,1538.291509,1526.914264,1457.085346,1396.664637,1121.433239,1061.696266,465.148306,467.9173475,469.887849,471.09327,48.31594882,0.204951956,110.0351869,120.0248902,119.5410758,117.9502351,121.3759559,125.3019403,114.7033246,121.094003,121.5352846,121.6178732,116.8693391,120.2466464,731.8481485,972.286101,953.9980878,272.892827,677.6118424,136.6391375,1456.543328,1444.511816,1408.685975,1438.176343,1430.389857,1398.700741,0.588236111
5.841845853,5.841687452,1070.260049,60.23598694,49.76185862,1172.153976,1176.096131,928.5869497,977.7783423,1015.013266,1490.100484,1546.617339,1565.953278,1568.071642,1545.479003,1528.708822,1463.639609,1406.389259,1115.710102,1067.169632,430.18282,433.256268,434.3157397,435.3738721,51.55791754,0.17789054,108.173815,118.814133,118.5671567,115.9662394,120.1869387,123.6576295,112.9663215,118.9107616,120.4309584,120.5242115,115.9439072,119.2166546,709.7559407,943.4425882,922.5207386,309.2013014,743.9108025,146.0856646,1448.680101,1438.161929,1415.663859,1429.812433,1422.029132,1400.657855,0.568319449
3.397831946,3.396291617,1057.117643,62.71491574,51.88207144,1181.782222,1191.087181,920.8175118,958.9329665,993.5640605,1480.025375,1549.945739,1577.906635,1563.888609,1532.488415,1515.971841,1457.433051,1398.264714,1114.823522,1069.23789,451.374097,453.4173185,455.9247668,455.6466802,45.01092392,0.235879221,103.249246,113.7144864,112.901901,111.254451,114.6920231,118.3514177,108.4316541,114.6518053,113.723561,113.4765822,109.1157762,113.2312123,656.4288878,967.9203536,958.835875,302.2645951,697.5116014,141.6640625,1441.274696,1432.193274,1411.663937,1413.446808,1413.680001,1385.721112,0.479673612
3.842011099,3.843340189,1078.019836,58.62206994,47.32774337,1168.605009,1167.550105,934.670167,985.7800815,1021.53637,1500.00941,1555.556672,1574.728833,1575.900261,1557.078101,1542.018289,1471.484562,1412.466247,1118.266781,1054.550306,424.0675222,426.087635,429.1210264,430.7494345,53.18888552,0.241303063,104.8157321,115.0293075,114.7026372,112.0920333,115.7710151,119.6623808,108.6757909,114.4589809,115.6534261,115.7842622,111.568781,115.1132916,704.0395584,960.0216555,949.1528801,343.4985463,737.3757149,146.6565002,1456.469849,1445.933606,1422.714727,1442.091692,1432.178872,1405.687723,0.839361113
5.839504197,5.84084033,1036.920894,48.1146066,39.44558306,1179.880164,1189.233699,924.5522718,929.1781833,977.7399852,1472.42973,1542.266453,1575.932629,1559.842071,1546.682828,1509.748586,1448.817243,1393.110398,1124.406778,1067.056542,484.401228,487.5299686,492.4912215,491.9551506,40.87589553,0.004264465,107.2098087,120.0433655,118.8025792,115.3110948,120.8897341,123.7168248,112.7001347,117.1765762,119.8012771,120.3298398,115.2449579,120.1202035,719.3622923,1081.51018,1071.488228,326.9477659,736.418088,154.0602599,1471.935568,1464.326272,1425.598618,1442.426319,1436.279353,1400.907946,0.91051389
